id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
UgyQwm9DemR5FbsyldR4AaABAg.A0YytwNBBjQA5mRDpnAUTp,,0,"2024-07-12 05:44:46",@lukmanfh,"yang rawan fb",1,UgyQwm9DemR5FbsyldR4AaABAg,@IndraKusuma-qo4vt
UgyQwm9DemR5FbsyldR4AaABAg.A0YytwNBBjQAAlQAM6nziJ,,0,"2024-11-13 02:53:17",@MarleyAldo,"Fb yg rawan",1,UgyQwm9DemR5FbsyldR4AaABAg,@IndraKusuma-qo4vt
UgxQUZPSdwOEIvEnQZ14AaABAg,1,0,"2024-03-01 09:10:06",@gustiayukomala6436,"Bang mau tanya,barusan aja aku nonton drama cina d fb, krna aku suka cerita nya n pengen tau lanjutan nya, ak cari2 judul nya d komen, dibales pake link, malah ak klik link nya,, itu bisa ke hack gak ya fb sampe ke semua aplikasi d hp.. 😭",0,,
UgxQUZPSdwOEIvEnQZ14AaABAg.A0RL-NnOSMkA0mpqN3p0Sj,,0,"2024-03-10 02:51:38",@Abcd-q667r,"Klo gak masukin sandi masuk link begituan gak apaa, klo bisa hack ke smua aplikasi tergantung aplikasi tersebut login pake akun fb gak, coba klik pengaturan,scroll ke bwh cari log aktifitas,cari informasi keamanan dan login, klik tempat anda login, kalo ada nama perangkat lain logout. Trus ganti kata sandi",1,UgxQUZPSdwOEIvEnQZ14AaABAg,@gustiayukomala6436
Ugyc_Wff7PNZpMYrzAR4AaABAg,2,0,"2024-02-29 17:07:47",@MasZjalL,"bg bisa ngambilin akun ku ga yg di hack org ku bayar deh bg tolong bg🙏🙏",0,,
Ugyc_Wff7PNZpMYrzAR4AaABAg.A0PbsAo0ga-A0QOx9aTm7T,,0,"2024-03-01 00:25:22",@makinVIRAL,"Mohon maaf saya tidak pernah buka jasa. Silahkan di coba seperti video saya di Chanel ini... pastikan Melengkapi persyaratan yang ada di dalam videonya agar berhasil",1,Ugyc_Wff7PNZpMYrzAR4AaABAg,@MasZjalL
Ugyc_Wff7PNZpMYrzAR4AaABAg.A0PbsAo0ga-A1WLAsTuD1N,,0,"2024-03-28 04:19:16",@ViviArtika,"Sini bang gw bnrin",1,Ugyc_Wff7PNZpMYrzAR4AaABAg,@MasZjalL
UgxXShwJXNroxkfXRfh4AaABAg,2,1,"2024-02-29 10:56:41",@ReFFGAMING,"Ganti sandi lewat pusat akun aman kah bg kaga kesesi?",0,,
UgxXShwJXNroxkfXRfh4AaABAg.A0OxOv0AiAKA0QP2rfEysB,,0,"2024-03-01 00:26:17",@makinVIRAL,"Aman .",1,UgxXShwJXNroxkfXRfh4AaABAg,@ReFFGAMING
UgxXShwJXNroxkfXRfh4AaABAg.A0OxOv0AiAKAAlQ8GvSq6K,,0,"2024-11-13 02:53:00",@MarleyAldo,"Mo kena sesi juga..tapi klo ente yg megang kode² notif nya mah..cukup dan aman..😂",1,UgxXShwJXNroxkfXRfh4AaABAg,@ReFFGAMING
UgyBwnyRwzwCFyxFdyR4AaABAg,6,2,"2024-02-29 05:29:17",@gindamuhamadrahman9580,"Telat bang akun gua seminggu yang lalu dah kena semua sesi di ganti email sandi padahal itu akun bagus",0,,
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRA0ONJVav1Bk,,0,"2024-02-29 05:32:36",@makinVIRAL,"Tetap semangat",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRA1WL5ARSraa,,1,"2024-03-28 04:18:29",@ViviArtika,"Itu gmpang cek gmail yg prna terkait buat akses lagi walau udh di ganti sandi email. Emailnya di hapus tpi yg jdi penyakit org yg perna login bisa masuk lg krna perna terkait emailnya sblmnya . Ini gw ada pnglaman dri bnrin akun fb adek gw udah 4x udah klur semua prngkat tpi ttp bisa d bjak lg krna dia lewat akses gmail",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRA2LYVXhFzxU,,1,"2024-04-17 20:15:26",@INbae1,"​@ViviArtikaTrus cara ngamanin nya gmna k tolong informasi nya",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRA2R3xE5yjih,,0,"2024-04-19 23:43:54",@nanikshofi1309,"Punyaku habis kena ada 400$ diganti di Rek dia semua😢.. Alhamdulillah untung aku sadar kalo aku ditipu.. Akunku dibobol dari FB dan email.. Akhirnya aku ganti Email baru dan sandi baru.. Tapi anehnya dia masih bisa merubah akunku jadi pembatasan",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRA2gMoazndyx,,0,"2024-04-26 07:36:36",@TiaSaputra_channel,"​@ViviArtikatrus cara amaninya gmn dong",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgyBwnyRwzwCFyxFdyR4AaABAg.A0OMwDPFEZRAAlPhlUWx3x,,0,"2024-11-13 02:49:14",@MarleyAldo,"​@ViviArtika iya ada emain yg tertanam gitu ya...kek nempel..",1,UgyBwnyRwzwCFyxFdyR4AaABAg,@gindamuhamadrahman9580
UgxKBX-6FlsG8epCfEF4AaABAg,1,2,"2024-02-29 05:26:16",@alia9818,"Oke mas bos",0,,
UgxKBX-6FlsG8epCfEF4AaABAg.A0OMa6JG-SVA0ONMZ9W3pL,,0,"2024-02-29 05:33:01",@makinVIRAL,"Oke kembali",1,UgxKBX-6FlsG8epCfEF4AaABAg,@alia9818
