id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
Ugwg-GRsguEYEfrmYNV4AaABAg,0,0,"2024-12-15 15:49:33",@andricandra1462,"Kalo kartu nya ilang gmna. Ga bisa terima kodr dong",0,,
Ugw5pXzaSQnLt-TQ8F14AaABAg,1,0,"2024-12-12 06:39:10",@neshazuliaputri3649,"kak kalo abis di hack datanya ilang semua ya?",0,,
Ugw5pXzaSQnLt-TQ8F14AaABAg.ABwV4FexY2QABwbbGGg2Y4,,0,"2024-12-12 07:44:59",@makinVIRAL,"Biasanya seprti itu",1,Ugw5pXzaSQnLt-TQ8F14AaABAg,@neshazuliaputri3649
UgxUOTnZyLlGpocAXdJ4AaABAg,0,0,"2024-12-07 10:05:06",@pausiyahsiyah880,"Sudah pak 3 wa sy tetap aj gk bisa Bahkan sempat beli kartu lgi tetap sma",0,,
UgzsZkN_g6NBClFyKhd4AaABAg,0,0,"2024-12-02 04:20:53",@empingtry3028,Blokkk,0,,
UgwJMEaqZTW7BR7sShV4AaABAg,0,0,"2024-11-09 04:18:22",@zelniyunitayunita7387,"Klu kita klik apk trus bagaimana cara mengatasi nya kembali kk",0,,
UgwyTRL8qxtQtEX_YuB4AaABAg,0,1,"2024-11-09 04:17:53",@zelniyunitayunita7387,"Sudah dicoba kk,,tpi katanya tidak bisa terhubung,,,itu gimanan dnk kk,bantu kk",0,,
Ugwq2ycAk9SBY6JlyrJ4AaABAg,0,0,"2024-10-23 07:37:22",@iparifchannel9846,"Tolong akun saya kena hack , ada yg bisa bantu ga",0,,
UgxQyj7DnfWtVj5eiVV4AaABAg,1,1,"2024-10-18 00:48:28",@StokkkFblagi,"Nomor saya kok ke spam ya?",0,,
UgxQyj7DnfWtVj5eiVV4AaABAg.A9iFDUsleCfA9iIgl5QeqR,,0,"2024-10-18 01:18:49",@makinVIRAL,"Ajukan ke pihak wa agar di buka kembali",1,UgxQyj7DnfWtVj5eiVV4AaABAg,@StokkkFblagi
UgzK5f-G1ENOBF5PNU94AaABAg,1,0,"2024-10-14 11:16:47",@intansprei9560,"Kak. Kalao sama hacker nya diganti cara masuk nya. Diganti dengan buka watsap mu di ( gadget orang lain) kemudian dapatkan kode nya. Padahal kartu nya masih di saya. Bisa tidak ya? Bilaa diganti dengan sms otp nya",0,,
UgzK5f-G1ENOBF5PNU94AaABAg.A9_3wxTLgZMAEGOlCwlT0i,,0,"2025-02-08 02:30:51",@Tk_hasanulmustofa,"Apakah sudah bisa kak? Soalnya punya saya sama gini kasih tau dong klo bisa",1,UgzK5f-G1ENOBF5PNU94AaABAg,@intansprei9560
